0,000	474,0
0,033	498,5
0,067	517,0
0,100	532,0
0,133	541,0
0,167	546,5
0,200	549,0
0,233	550,5
0,267	551,0
0,300	555,0
0,333	560,0
0,367	568,5
0,400	581,5
0,433	597,5
0,467	618,0
0,500	642,0
0,533	664,5
0,567	690,5
0,600	715,5
0,633	737,5
0,667	756,5
0,700	771,0
0,733	780,0
0,767	788,5
0,800	791,0
0,833	793,0
0,867	793,5
0,900	795,5
0,933	798,5
0,967	804,5
1,000	813,5
1,033	826,0
1,066	841,5
1,100	860,0
1,133	882,5
1,166	904,5
1,200	927,5
1,233	950,5
1,266	971,0
1,300	989,5
1,333	1003
1,366	1014
1,400	1022
1,433	1026
1,466	1028
1,500	1029
1,533	1030
1,566	1031
1,600	1036
1,633	1042
1,666	1053
1,700	1066
1,733	1080
1,766	1100
1,800	1121
1,833	1142
1,866	1164
1,900	1186
1,933	1206
1,966	1224
2,000	1238
2,033	1248
2,066	1257
2,100	1263
2,133	1266
2,166	1267
2,200	1268
2,233	1268
2,266	1272
2,300	1276
2,333	1282
2,366	1290
2,400	1302
2,433	1318
2,466	1334
2,500	1352
2,533	1370
2,566	1393
2,600	1412
2,633	1434
2,666	1451
2,700	1466
2,733	1478
2,766	1490
2,800	1496
2,833	1502
2,866	1505
2,900	1506
2,933	1507
2,966	1508
3,000	1509
3,033	1512
3,066	1516
3,100	1524
3,133	1532
3,166	1544
3,199	1558
3,233	1574
3,266	1591
3,299	1610
3,333	1630
3,366	1650
3,399	1668
3,433	1686
3,466	1702
3,499	1716
3,533	1725
3,566	1734
3,599	1740
3,633	1745
3,666	1748
3,699	1750
3,733	1750
3,766	1751
3,799	1752
3,833	1754
3,866	1758
3,899	1764
3,933	1772
3,966	1782
3,999	1794
4,033	1808
4,066	1825
4,099	1844
4,133	1862
4,166	1878
4,199	1898
4,233	1915
4,266	1932
4,299	1946
4,333	1960
4,366	1971
4,399	1980
4,433	1987
4,466	1992
4,499	1996
4,533	1998
4,566	2001
4,599	2000
4,633	2000
4,666	2002
4,699	2005
4,733	2008
4,766	2012
4,799	2018
4,833	2026
4,866	2036
4,899	2048
4,933	2062
4,966	2075
4,999	2092
5,033	2109
5,066	2124
5,099	2138
5,133	2154
5,166	2168
5,199	2182
5,232	2195
5,266	2206
5,299	2216
5,332	2224
5,366	2229
5,399	2234
5,432	2238
5,466	2240
5,499	2243
5,532	2245
5,566	2246
5,599	2246
5,632	2247
5,666	2247
5,699	2248
5,732	2254
5,766	2256
5,799	2261
5,832	2268
5,866	2274
5,899	2282
5,932	2291
5,966	2302
5,999	2312
6,032	2326
6,066	2338
6,099	2349
6,132	2360
6,166	2367
