0,000	495,0
0,033	504,5
0,067	516,0
0,100	529,5
0,133	542,0
0,167	551,5
0,200	557,5
0,233	559,0
0,267	557,5
0,300	550,5
0,333	541,5
0,367	531,5
0,400	519,5
0,433	508,0
0,467	499,5
0,500	492,5
0,533	489,5
0,567	490,0
0,600	495,0
0,633	503,5
0,667	514,5
0,700	526,5
0,733	537,5
0,767	548,5
0,800	555,5
0,833	559,0
0,867	561,0
0,900	557,0
0,933	549,5
0,967	541,5
1,000	531,5
1,033	520,0
1,066	509,5
1,100	501,0
1,133	495,0
1,166	492,0
1,200	493,0
1,233	497,5
1,266	505,5
1,300	515,0
1,333	526,0
1,366	538,0
1,400	548,5
1,433	556,5
1,466	561,5
1,500	563,5
1,533	562,0
1,566	557,0
1,600	548,5
1,633	540,0
1,666	529,5
1,700	519,5
1,733	510,5
1,766	501,0
1,800	496,0
1,833	493,5
1,866	494,5
1,900	496,5
1,933	504,5
1,966	513,5
2,000	524,0
2,033	535,5
2,066	545,0
2,100	553,5
2,133	559,0
2,166	563,5
2,200	563,5
2,233	561,5
2,266	556,5
2,300	549,5
2,333	541,0
2,366	531,0
2,400	521,0
2,433	512,0
2,466	505,0
2,500	498,0
2,533	495,0
2,566	494,0
2,600	496,5
2,633	501,0
2,666	508,5
2,700	517,5
2,733	527,5
2,766	537,0
2,800	546,0
2,833	554,5
2,866	560,5
2,900	565,5
2,933	566,5
2,966	566,0
3,000	562,0
3,033	557,5
3,066	550,0
3,100	542,0
3,133	532,5
3,166	523,0
3,199	513,5
3,233	506,5
3,266	500,5
3,299	496,5
3,333	496,0
3,366	497,5
3,399	502,5
3,433	507,5
3,466	516,0
3,499	524,5
3,533	533,5
3,566	544,0
3,599	551,5
3,633	558,5
3,666	563,0
3,699	568,0
3,733	569,0
3,766	569,5
3,799	566,0
3,833	562,5
3,866	556,0
3,899	548,0
3,933	539,5
3,966	531,0
3,999	522,0
4,033	514,0
4,066	507,5
4,099	502,5
4,133	498,5
4,166	499,5
4,199	501,0
4,233	505,0
4,266	509,0
4,299	516,0
4,333	523,0
4,366	531,5
4,399	541,5
4,433	548,5
4,466	556,5
4,499	561,5
4,533	567,5
4,566	571,0
4,599	572,0
4,633	571,5
4,666	570,0
4,699	566,0
4,733	559,5
4,766	554,5
4,799	548,0
4,833	539,0
4,866	531,5
4,899	523,0
4,933	515,5
4,966	509,5
4,999	506,5
5,033	502,5
5,066	500,5
5,099	500,5
5,133	502,5
5,166	506,5
5,199	511,0
5,232	516,5
5,266	524,0
5,299	531,5
5,332	539,0
5,366	547,0
5,399	553,0
5,432	558,5
5,466	562,5
5,499	567,5
5,532	570,0
5,566	571,0
5,599	572,0
5,632	571,0
5,666	568,5
5,699	563,5
5,732	558,5
5,766	554,0
5,799	547,5
5,832	539,5
5,866	532,5
5,899	524,5
5,932	518,5
5,966	512,5
5,999	507,5
6,032	502,5
6,066	499,0
6,099	498,0
6,132	497,0
6,166	497,5
