mae_x,mse_x,mae_y,mse_y,mae_vx,mse_vx,mae_vy,mse_vy
1.0045524572001874,1.3333980495873374,0.23294910752560366,0.07753693987579474,1.0432954760264108,1.501295016164724,1.3677162531589375,2.8358028179434935
