mae_x,mse_x,mae_y,mse_y,mae_vx,mse_vx,mae_vy,mse_vy
1.086635177618213,1.4555460970497867,0.3108952676971279,0.13542824799994937,2.1113821631489214,6.467113847012684,2.539755746653166,9.254295193599862
