torque
-80.99787583
-80.60308135
-80.37787076
-79.96838378
-79.56077107
-79.3417194
-78.95615882
-78.55409462
-78.15391042
-77.75560668
-77.35918385
-76.98298044
-76.77757707
-76.38675413
-75.99781872
-75.61077142
-75.24396947
-74.86069619
-74.47931325
-74.09982127
-73.74056432
-73.364854
-72.80388055
-72.4319515
-72.06191225
-71.71205264
-71.34579476
-70.98142908
-70.6189563
-70.09025852
-69.73153778
-69.37470707
-69.01976705
-68.48113266
-68.14812846
-67.79880837
-67.2665781
-66.92096862
-66.59541816
-66.06954429
-65.72951472
-65.39136468
-64.88994129
-64.55546855
-64.04041974
-63.70960029
-63.21707512
-62.88990067
-62.56459051
-62.06021131
-61.73851263
-61.25653828
-60.75921289
-60.44284539
-59.94990067
-59.65501659
-59.16638261
-58.85712442
-58.37280966
-57.90892891
-57.60487781
-57.12740467
-56.65251427
-56.37137468
-55.90066451
-55.43250821
-55.13866657
-54.69236649
-54.23086068
-53.94203159
-53.48463065
-53.04733363
-52.59487143
-52.14487815
-51.86410746
-51.4356522
-50.9920629
-50.55089629
-50.27644188
-49.85665686
-49.42175903
-48.9892349
-48.55907121
-48.14860533
-47.72309344
-47.4591604
-47.03739048
-46.63521197
-46.21798798
-45.80302888
-45.40753925
-44.99704001
-44.58876105
-44.18268693
-43.79592314
-43.39418812
-43.14546906
-42.74716485
-42.3680776
-41.97398765
-41.58199046
-41.19206873
-40.82121373
-40.43537076
-40.05155032
-39.66973405
-39.30683866
-38.92895765
-38.55302472
-38.17902046
-37.8237957
-37.45357453
-37.08522255
-36.71871914
-36.37085839
-36.00797664
-35.64688034
-35.28754761
-34.9467253
-34.59084279
-34.2366568
-33.75431977
-33.42097567
-33.07258116
-32.72578901
-32.39722271
-32.05355546
-31.7114162
-31.37077914
-31.04824807
-30.71053356
-30.37424206
-30.03934609
-29.722441
-29.39025199
-29.05937412
-28.72977808
-28.41806257
-28.09094358
-27.7650164
-27.44024974
-27.13325799
-26.69947513
-26.37888037
-26.0593196
-25.75736596
-25.4397807
-25.12312718
-24.80736986
-24.50912281
-24.19506187
-23.88178773
-23.56926233
-23.27415492
-22.96302701
-22.65253065
-22.34262506
-22.03326876
-21.74122107
-21.43285759
-21.12491544
-20.81735007
-20.5270108
-20.22008804
-19.91340462
-19.60691265
-19.31756829
-19.01134243
-18.70516017
-18.39897002
-18.10985273
-17.80352336
-17.49702685
-17.19030767
-16.96447901
-16.67345555
-16.3646613
-16.05539975
-15.74560931
-15.45280718
-15.14181664
-14.83010648
-14.5176101
-14.29386559
-13.97841417
-13.66195242
-13.34440756
-13.02570531
-12.72392093
-12.40273624
-12.14374332
-11.81832374
-11.49133015
