torque
-65.93402673
-65.5337697
-65.29714856
-65.07962346
-64.68272604
-64.44964581
-64.23563942
-63.84209931
-63.63031858
-63.40213386
-63.01194895
-62.80373643
-62.57916984
-62.19233824
-61.98772912
-61.78448742
-61.38333457
-61.18236611
-60.98278489
-60.60261143
-60.40533236
-60.19184137
-59.81501747
-59.62146162
-59.42933657
-59.05581848
-58.84847519
-58.66014138
-58.28997218
-58.10401196
-57.91953139
-57.55266896
-57.37058952
-57.17246832
-56.80895583
-56.63079822
-56.45417518
-56.09397247
-55.91981064
-55.74721376
-55.39032351
-55.22022147
-54.86573116
-54.6981423
-54.51466207
-54.16352869
-54.00008477
-53.65135224
-53.49047851
-53.33127428
-52.98586481
-52.82927246
-52.48626617
-52.33230871
-52.18008194
-51.84040759
-51.69086234
-51.35359482
-51.20675699
-50.87189737
-50.72779398
-50.6030001
-50.27145206
-50.13199214
-49.8028583
-49.66621914
-49.33950142
-49.20571498
-48.88141554
-48.75051523
-48.42863652
-48.30065727
-47.98120201
-47.87365892
-47.55659719
-47.2409995
-47.11997889
-46.80681033
-46.68883241
-46.37809674
-46.263204
-45.97234559
-45.66547484
-45.55473939
-45.25030971
-44.94733567
-44.84077538
-44.55765841
-44.45438762
-44.15628102
-43.85962605
-43.56442087
-43.46645845
-43.19111021
-42.89978054
-42.80625491
-42.5173871
-42.24734175
-41.96133485
-41.87335669
-41.58981802
-41.3077184
-41.044396
-40.76514535
-40.68386822
-40.4070921
-40.14908343
-39.87514787
-39.60264019
-39.33155813
-39.07915287
-38.81089558
-38.7397124
-38.49121865
-38.22684083
-37.96387872
-37.70232984
-37.45940647
-37.20066025
-36.94331998
-36.7045507
-36.44999953
-36.19684665
-35.94508926
-35.71183606
-35.27115714
-35.0238604
-34.79492508
-34.55037352
-34.30719617
-34.08233774
-33.84188895
-33.41507984
-33.19446256
-32.95836547
-32.72361875
-32.32231924
-32.09052566
-31.86006716
-31.64762277
-31.23819921
-31.01197747
-30.8036404
-30.40120855
-30.17916949
-29.79856549
-29.57936844
-29.37781254
-28.98759746
-28.77248549
-28.40378525
-28.19144644
-27.81180129
-27.61826428
-27.2437839
-27.03690319
-26.6835
-26.31784269
-26.13087165
-25.77024861
-25.41326952
-25.23018037
-24.87815127
-24.54510153
-24.35042522
-24.00684097
-23.68199372
-23.34532505
-23.01211657
-22.8391496
-22.5106468
-22.20040912
-21.8785814
-21.56009188
-21.25952291
-20.94753818
-20.65324827
-20.34765538
-20.0452573
-19.76022064
-19.46404439
-19.18501127
-18.8949441
-18.60792857
-18.33773395
-18.05665777
