torque
-89.92324009
-89.33578274
-88.75138161
-88.15123562
-87.57294544
-86.99769408
-86.21312806
-85.62560187
-85.05979741
-84.49700298
-83.72736908
-83.15232569
-82.59887405
-82.04840114
-81.50089991
-80.73081008
-80.18956767
-79.65126998
-78.91094577
-78.36041271
-77.83122423
-77.10204335
-76.57897203
-76.04044173
-75.32227963
-74.80814572
-74.2785837
-73.57130967
-73.06600297
-72.36633173
-71.84876912
-71.35217268
-70.66315608
-70.15427281
-69.47274504
-68.98775152
-68.31359177
-67.81628565
-67.14947002
-66.67582778
-65.99830322
-65.53023388
-64.87782879
-64.39737304
-63.7520767
-63.29494175
-62.65662579
-62.18703058
-61.55565371
-60.92835147
-60.46683543
-59.84633546
-59.40770434
-58.77620011
-58.16636049
-57.71775648
-57.11447694
-56.51507093
-56.07398689
-55.48098554
-54.89177569
-54.45797921
-53.87501086
-53.29574827
-52.86899337
-52.29580093
-51.70881426
-51.14285506
-50.74256451
-50.16503053
-49.6083868
-49.05519845
-48.6460933
-48.09847304
-47.53692733
-46.99600784
-46.45837094
-45.90678031
-45.52687649
-44.98042457
-44.45433965
-43.91419062
-43.39428221
-42.87739115
-42.34638155
-41.9786966
-41.45226591
-40.94582278
-40.42511191
-39.92426444
-39.40909482
-38.91366502
-38.40385298
-37.91365775
-37.426003
-36.9238653
-36.44116132
-35.94389941
-35.46594953
-34.9733605
-34.49996226
-34.01183723
-33.5427822
-33.05890611
-32.59397962
-32.11413102
-31.65311197
-31.17706275
-30.70282584
-30.24723855
-29.7764449
-29.32418155
-28.74810193
-28.30020256
-27.83690437
-27.39183915
-26.93123395
-26.47187112
-26.03056259
-25.57348637
-25.0373019
-24.58361911
-24.14769455
-23.69574247
-23.244537
-22.81091096
-22.27294989
-21.82496658
-21.39432565
-20.94716852
-20.43549238
-19.99029556
-19.54522262
-19.11713521
-18.59678629
-18.153088
-17.72613756
-17.2819482
-16.76863692
-16.34208719
-15.89801031
-15.38967071
-14.96275777
-14.51800854
-14.01391675
-13.58584782
-13.13961179
-12.63902546
-12.1918542
-11.76040931
-11.262567
-10.81249573
-10.36066832
-9.88202786
-9.42815801
-8.93386202
-8.47750626
-8.03620552
-7.54252764
-7.08081592
-6.58780979
-6.14001429
-5.647293
-5.1781651
-4.70591542
-4.21185211
-3.73497212
-3.25785697
