tiempo,posicion_x_px,posicion_y_px,posicion_x,posicion_y,velocidad_x,velocidad_y,aceleracion_x,aceleracion_y,velocidad_angular,aceleracion_angular
3.133,1383.0,564.5,11.679833012405728,4.767364956979779,0.77,-1.54,23.33,-11.52,2.899206883407489,-0.30432979331610405
3.166,1386.0,558.5,11.705168875773202,4.71669323024483,1.54,-1.92,-1.47,1.76,2.8890638306148695,-0.3029329687495759
3.199,1392.0,551.0,11.755840602508153,4.653353571826143,1.49,-1.86,24.55,-1.82,2.878967302620511,-0.30160843903632484
3.233,1398.0,543.5,11.8065123292431,4.590013913407457,2.3,-1.92,15.76,0.0,2.8689148918791805,-0.30035619960477267
3.266,1407.0,536.0,11.882519919345524,4.526674254988771,2.82,-1.92,19.41,5.29,2.85890419082377,-0.2991762458833412
3.299,1418.0,528.5,11.975418085026265,4.463334596570085,3.48,-1.74,3.03,10.0,2.8489327919199834,-0.2980685733004525
3.333,1432.0,521.5,12.093652114074478,4.404217582045978,3.58,-1.41,-15.45,-7.58,2.8389982876116493,-0.29703317728452855
3.366,1446.0,516.0,12.211886143122692,4.357768499205608,3.07,-1.66,48.53,56.18,2.829098270348065,-0.29607005326399133
3.399,1458.0,509.5,12.31322959659259,4.30287412857608,4.72,0.25,-26.67,-3.64,2.8192303325785293,-0.2951791966672628
3.433,1477.0,510.5,12.473690064586595,4.311319416365238,3.84,0.13,7.58,11.52,2.80939206675234,-0.29436060292276467
3.466,1492.0,511.0,12.600369381423969,4.315542060259817,4.09,0.51,-17.94,21.47,2.7995810653187947,-0.29361426745891916
3.499,1508.0,513.0,12.735493986050498,4.332432635838133,3.48,1.24,3.03,5.15,2.789794920727191,-0.29294018570414815
3.533,1522.0,518.0,12.853728015098712,4.374659074783924,3.58,1.41,-15.45,15.45,2.7800312254268267,-0.29233835308687345
3.566,1536.0,523.5,12.971962044146926,4.421108157624294,3.07,1.92,-17.35,2.06,2.7702875718669997,-0.2918087650355171
3.599,1548.0,531.0,13.073305497616824,4.48444781604298,2.48,1.99,-13.03,-6.06,2.7605615524970077,-0.291351416978501
3.633,1558.0,539.0,13.157758375508404,4.552010118356246,2.05,1.79,-15.45,7.88,2.750850759766149,-0.2909663043442472
3.666,1566.0,546.0,13.22532067782167,4.611127132880353,1.54,2.05,-8.82,-16.47,2.7411527861237213,-0.29065342256117754
3.699,1572.0,554.0,13.27599240455662,4.6786894351936175,1.24,1.49,-14.24,5.15,2.731465224019021,-0.2904127670577141
3.733,1577.0,560.0,13.31821884350241,4.729361161928567,0.77,1.66,-15.45,-19.39,2.7217856659013484,-0.29024433326227866
3.766,1580.0,566.5,13.343554706869885,4.784255532558094,0.26,1.02,-0.29,-7.94,2.712111704219999,-0.2901481166032933
3.799,1581.0,570.5,13.351999994659042,4.818036683714728,0.25,0.75,-7.58,-18.79,2.702440931424272,-0.2901241125091799
3.833,1582.0,573.5,13.3604452824482,4.843372547082201,0.0,0.13,15.45,-7.88,2.692770939963465,-0.29017231640836033
3.866,1582.0,574.0,13.3604452824482,4.847595190976781,0.51,-0.13,-15.0,-10.88,2.6830993222868758,-0.2902927237292567
3.899,1584.0,573.5,13.377335858026518,4.843372547082201,0.0,-0.5,23.33,-8.18,2.6734236708438015,-0.2904853299002908
3.933,1584.0,571.5,13.377335858026518,4.826481971503886,0.77,-0.77,0.0,-26.97,2.663741578083541,-0.2907501303498846
3.966,1587.0,568.5,13.402671721393991,4.801146108136411,0.77,-1.66,6.47,5.0,2.6540506364553913,-0.29108712050646024
3.999,1590.0,562.0,13.428007584761469,4.746251737506883,0.99,-1.49,16.67,-9.09,2.6443484384086497,-0.2914962957984395
4.033,1594.0,556.0,13.461788735918098,4.695580010771934,1.54,-1.79,15.45,-3.94,2.634632576392616,-0.2919776516542444
4.066,1600.0,549.0,13.512460462653047,4.636462996247827,2.05,-1.92,12.65,1.76,2.624900642856586,-0.29253118350229673
4.099,1608.0,541.5,13.580022764966312,4.5731233378291405,2.48,-1.86,17.88,6.06,2.615150230249858,-0.2931568867710185
4.133,1618.0,534.0,13.664475642857894,4.509783679410455,3.07,-1.66,7.88,11.52,2.605378931021731,-0.2938547568888318
4.166,1630.0,527.5,13.765819096327792,4.454889308780927,3.33,-1.28,11.76,8.53,2.5955843376215015,-0.29462478928415836
4.199,1643.0,522.5,13.875607837586848,4.412662869835136,3.73,-0.99,10.91,10.61,2.585764042498468,-0.2954669793854202
4.233,1658.0,518.5,14.00228715442422,4.378881718678503,4.09,-0.64,-15.45,19.39,2.575915638101927,-0.29638132262103933
4.266,1674.0,516.0,14.137411759050751,4.357768499205608,3.58,0.0,11.47,3.53,2.566036716881178,-0.2973678144194377
4.299,1688.0,516.0,14.255645788098963,4.357768499205608,3.97,0.12,3.64,27.27,2.556124871285518,-0.2984264502090373
4.333,1704.0,516.5,14.390770392725496,4.3619911431001865,4.09,1.02,-23.03,7.88,2.5461776937642453,-0.29955722541825985
4.366,1720.0,520.5,14.525894997352026,4.39577229425682,3.33,1.28,-2.94,9.71,2.536192776766657,-0.3007601354755275
4.399,1733.0,525.5,14.635683738611082,4.43799873320261,3.23,1.61,-20.3,1.52,2.526167712742051,-0.3020351758092622
4.433,1746.0,532.0,14.745472479870138,4.492893103832138,2.56,1.66,-15.45,3.94,2.516100094139726,-0.3033823418478857
4.466,1756.0,538.5,14.82992535776172,4.547787474461666,2.05,1.79,-1.76,2.06,2.505987513408979,-0.3048016290198203
4.499,1764.0,545.5,14.897487660074985,4.606904488985774,1.99,1.86,-13.64,1.82,2.495827562999108,-0.30629303275348735
4.533,1772.0,553.0,14.96504996238825,4.67024414740446,1.54,1.92,-15.76,-11.52,2.4856178353594105,-0.3078565484773095
4.566,1778.0,560.5,15.0157216891232,4.733583805823145,1.02,1.54,-15.29,-8.82,2.475355922939185,-0.3094921716197082
4.599,1782.0,566.5,15.049502840279832,4.784255532558094,0.5,1.24,0.3,-10.3,2.4650394181877284,-0.31119989760910566
4.633,1784.0,571.5,15.066393415858148,4.826481971503886,0.51,0.9,0.0,-7.88,2.454665913554339,-0.31297972187392364
4.666,1786.0,575.0,15.083283991436463,4.856040478765939,0.51,0.64,-15.0,-15.29,2.4442330014883153,-0.31483163984258417
4.699,1788.0,577.5,15.10017456701478,4.877153698238835,0.0,0.12,0.0,-7.58,2.433738274438954,-0.3167556469435093
4.733,1788.0,578.0,15.10017456701478,4.8813763421334135,0.0,-0.13,0.0,-3.94,2.4231793248555533,-0.31875173860512074
4.766,1788.0,577.5,15.10017456701478,4.877153698238835,0.0,-0.26,14.71,-28.82,2.4125537451874113,-0.3208199102558407
4.799,1788.0,576.5,15.10017456701478,4.868708410449676,0.5,-1.24,15.76,6.67,2.4018591278838253,-0.32296015732409084
4.833,1790.0,571.5,15.117065142593097,4.826481971503886,1.02,-1.02,-7.58,-15.76,2.3910930653940934,-0.3251724752382933
4.866,1794.0,567.5,15.15084629374973,4.792700820347253,0.77,-1.54,13.82,-2.06,2.3802531501675133,-0.32745685942687
4.899,1797.0,561.5,15.176182157117204,4.742029093612304,1.24,-1.61,16.67,2.12,2.369336974653383,-0.32981330531824293
4.933,1802.0,555.0,15.218408596062996,4.687134722982776,1.79,-1.54,7.88,-3.64,2.3583421313010002,-0.33224180834083383
4.966,1809.0,549.0,15.277525610587102,4.636462996247827,2.05,-1.66,20.0,5.0,2.3472662125596626,-0.3347423639230649
4.999,1817.0,542.5,15.345087912900366,4.581568625618299,2.73,-1.49,-5.15,-5.15,2.3361068108786682,-0.337314967493358
5.033,1828.0,536.5,15.437986078581106,4.53089689888335,2.56,-1.66,15.45,15.45,2.3248615187073147,-0.33995961448013506
5.066,1838.0,530.0,15.522438956472689,4.476002528253822,3.07,-1.15,4.71,8.24,2.3135279284949,-0.342676300311818
5.099,1850.0,525.5,15.623782409942589,4.43799873320261,3.23,-0.87,26.06,3.03,2.3021036326907223,-0.34546502041682875
5.133,1863.0,522.0,15.733571151201645,4.408440225940557,4.09,-0.77,-23.03,19.39,2.290586223744078,-0.3483257702235891
5.166,1879.0,519.0,15.868695755828172,4.383104362573082,3.33,-0.13,0.0,15.45,2.2789732941042664,-0.35125854516052135
5.199,1892.0,518.5,15.978484497087228,4.378881718678503,3.33,0.38,-2.94,3.53,2.2672624362205847,-0.35426334065604737
5.232,1905.0,520.0,16.088273238346286,4.391549650362241,3.23,0.5,-4.85,15.76,2.2554512425423305,-0.357340152138589
5.266,1918.0,522.0,16.19806197960534,4.408440225940557,3.07,1.02,7.88,11.82,2.243537305518802,-0.3604889750365681
5.299,1930.0,526.0,16.29940543307524,4.442221377097189,3.33,1.41,-32.06,9.71,2.2315182175992976,-0.3637098047784068
5.332,1943.0,531.5,16.409194174334296,4.488670459937559,2.24,1.74,-5.76,-17.88,2.2193915712331136,-0.36700263679252687
5.366,1952.0,538.5,16.485201764436717,4.547787474461666,2.05,1.15,-7.88,7.88,2.207154958869549,-0.37036746650735036
5.399,1960.0,543.0,16.552764066749983,4.585791269512878,1.79,1.41,-1.47,9.71,2.1948059729579006,-0.3738042893512992
5.432,1967.0,548.5,16.611881081274092,4.632240352353248,1.74,1.74,-6.06,-6.06,2.1823422059474673,-0.37731310075279534
5.466,1974.0,555.5,16.670998095798197,4.691357366877355,1.54,1.54,-31.21,-3.94,2.169761250287546,-0.38089389614026076
5.499,1980.0,561.5,16.721669822533148,4.742029093612304,0.51,1.41,14.12,-8.53,2.157060698427436,-0.38454667094211736
5.532,1982.0,567.0,16.738560398111463,4.788478176452673,0.99,1.12,-22.12,0.91,2.144238142816433,-0.38827142058678704
5.566,1986.0,571.5,16.772341549268095,4.826481971503886,0.26,1.15,0.0,-11.52,2.1312911759038364,-0.39206814050269195
5.599,1987.0,576.0,16.780786837057253,4.864485766555097,0.26,0.77,-7.65,-15.29,2.1182173901389434,-0.39593682611825365
5.632,1988.0,579.0,16.78923212484641,4.889821629922571,0.0,0.25,7.88,-3.64,2.1050143779710515,-0.39987747286189457
5.666,1988.0,580.0,16.78923212484641,4.89826691771173,0.26,0.13,0.0,-7.88,2.0916797318494593,-0.40389007616203626
5.699,1989.0,580.5,16.79767741263557,4.902489561606309,0.26,-0.13,-7.65,-10.88,2.078211044223464,-0.40797463144710083
5.732,1990.0,580.0,16.806122700424726,4.89826691771173,0.0,-0.5,15.45,-8.18,2.0646059075423633,-0.4121311341455103
5.766,1990.0,578.0,16.806122700424726,4.8813763421334135,0.51,-0.77,0.0,0.0,2.050861914255456,-0.41635957968568627
5.799,1992.0,575.0,16.823013276003046,4.856040478765939,0.51,-0.77,7.06,-13.82,2.036976656812039,-0.4206599634960511
5.832,1994.0,572.0,16.83990385158136,4.8307046153984645,0.75,-1.24,0.61,-5.15,2.02294772766141,-0.4250322810050265
5.866,1997.0,567.0,16.865239714948835,4.788478176452673,0.77,-1.41,7.58,-3.94,2.0087727192528675,-0.4294765276410347
5.899,2000.0,561.5,16.89057557831631,4.742029093612304,1.02,-1.54,28.53,-2.06,1.9944492240357086,-0.43399269883249736
5.932,2004.0,555.5,16.924356729472944,4.691357366877355,1.99,-1.61,-21.52,-1.52,1.9799748344592314,-0.43858079000783634
5.966,2012.0,549.0,16.991919031786207,4.636462996247827,1.28,-1.66,30.91,7.58,1.965347142972734,-0.44324079659547383
5.999,2017.0,542.5,17.034145470732,4.581568625618299,2.3,-1.41,-16.47,5.0,1.9505637420255142,-0.4479727140238317
6.032,2026.0,537.0,17.11015306083442,4.535119542777929,1.74,-1.24,16.97,6.67,1.9356222240668695,-0.452776537721332
6.066,2033.0,532.0,17.16927007535853,4.492893103832138,2.3,-1.02,15.76,3.64,1.9205201815460975,-0.45765226311639623
6.099,2042.0,528.0,17.245277665460954,4.459111952675506,2.82,-0.9,-2.65,4.41,1.9052552069124968,-0.4625998856374469
6.132,2053.0,524.5,17.33817583114169,4.429553445413452,2.73,-0.75,10.3,11.21,1.8898248926153642,-0.4676194007129058
6.166,2064.0,521.5,17.43107399682243,4.404217582045978,3.07,-0.38,-15.45,7.58,1.8742268311039978,-0.4727108037711947
6.199,2076.0,520.0,17.53241745029233,4.391549650362241,2.56,-0.13,-2.35,18.53,1.858458614827696,-0.4778740902407356
6.232,2086.0,519.5,17.61687032818391,4.387327006467661,2.48,0.5,2.42,4.24,1.8425178362357566,-0.48310925554995066
6.266,2096.0,521.5,17.701323206075493,4.404217582045978,2.56,0.64,0.0,3.94,1.8264020877774767,-0.4884162951272615
6.299,2106.0,524.0,17.785776083967075,4.425330801518873,2.56,0.77,5.0,-4.41,1.8101089619021544,-0.49379520440109026
6.332,2116.0,527.0,17.870228961858654,4.450666664886348,2.73,0.62,-13.03,16.06,1.7936360510590874,-0.49924597879985894
6.366,2127.0,529.5,17.963127127539394,4.471779884359243,2.3,1.15,-7.58,0.0,1.7769809476975742,-0.5047686137519889
6.399,2136.0,534.0,18.03913471764182,4.509783679410455,2.05,1.15,-16.47,6.47,1.760141244266911,-0.5103631046859032
6.432,2144.0,538.5,18.106697019955085,4.547787474461666,1.49,1.37,-16.47,6.47,1.7431145332163975,-0.5160294470300228
6.466,2150.0,544.0,18.157368746690032,4.594236557302036,1.49,1.37,-16.47,6.47,1.7258984069953307,-0.5160294470300228
