tiempo,posicion_x_px,posicion_y_px,posicion_x,posicion_y,velocidad_x,velocidad_y,aceleracion_x,aceleracion_y,velocidad_angular,aceleracion_angular
0.0,484.5,558.0,3.780750634502127,4.354301040355391,1.06,-1.66,16.18,-22.06,4.169388599986782,-0.49811964628543337
0.033,489.0,551.0,3.8158659654727343,4.299677192178889,1.61,-2.41,22.73,-9.39,4.1527619000941165,-0.49742532808680906
0.067,496.0,540.5,3.870489813649236,4.2177414199141365,2.36,-2.72,36.06,-3.64,4.136159456575866,-0.49670512089267066
0.1,506.0,529.0,3.948523882472809,4.128002240767028,3.55,-2.84,30.59,9.41,4.119582101654856,-0.49595903577003764
0.133,521.0,517.0,4.065574985708169,4.03436135817874,4.59,-2.52,29.39,19.09,4.103030667553916,-0.4951870837859294
0.167,541.0,506.0,4.221643123355316,3.948523882472809,5.56,-1.89,17.88,21.52,4.086505986495869,-0.49438927600736543
0.2,564.5,498.0,4.405023185090712,3.8860966274139503,6.15,-1.18,1.47,31.47,4.070008890703544,-0.493565623501365
0.233,590.5,493.0,4.607911764032004,3.847079593002164,6.2,-0.11,9.09,35.45,4.053540212399769,-0.4927161373349477
0.267,617.5,492.5,4.818603749855652,3.843177889560985,6.5,1.06,-21.52,21.52,4.037100783807368,-0.49184082857513284
0.3,645.0,497.0,5.033197439120478,3.878293220531593,5.79,1.77,-25.29,22.06,4.0206914371491695,-0.4909397082889399
0.333,669.5,504.5,5.224380907738232,3.936818772149273,4.93,2.52,-31.21,16.67,4.004313004648001,-0.4900127875433883
0.367,691.0,515.5,5.392154155708915,4.022656247855204,3.9,3.07,-35.76,3.64,3.987966318526687,-0.48906007740549745
0.4,707.5,528.5,5.520910369267811,4.124100537325849,2.72,3.19,-29.41,-22.94,3.9716522110080557,-0.48808158894228676
0.433,719.0,542.0,5.61064954841492,4.229446530237673,1.72,2.41,-20.0,-15.76,3.9553715143149337,-0.48707733322077573
0.467,726.5,552.5,5.6691751000326,4.311382302502425,1.06,1.89,-24.85,-21.52,3.939125060670148,-0.48604732130798367
0.5,731.0,560.5,5.7042904310032085,4.373809557561284,0.24,1.18,2.94,-34.71,3.922913682296525,-0.48499156427093004
0.533,732.0,565.5,5.712093837885566,4.412826591973071,0.34,0.0,3.94,-25.15,3.906738211416892,-0.4839100731766343
0.567,733.5,565.5,5.723798948209102,4.412826591973071,0.47,-0.83,14.55,-17.88,3.890599480254075,-0.4828028590921159
0.6,735.5,562.0,5.739405761973816,4.385514667884819,0.95,-1.42,9.12,-19.12,3.8744983210309014,-0.48166993308439415
0.633,739.5,556.0,5.770619389503246,4.338694226590675,1.26,-2.07,40.61,-19.7,3.858435565970198,-0.4805113062204886
0.667,745.0,547.0,5.813538127356211,4.268463564649459,2.6,-2.72,17.88,3.64,3.8424120472947916,-0.4793269895674186
0.7,756.0,535.5,5.899375603062142,4.17872438550235,3.19,-2.6,20.88,12.35,3.8264285972275087,-0.4781169941922036
0.733,769.5,524.5,6.004721595973965,4.09288690979642,3.9,-2.18,39.39,1.52,3.8104860479911764,-0.476881331161863
0.767,786.5,515.0,6.13737951297404,4.018754544414025,5.2,-2.13,7.27,21.52,3.7945852318086213,-0.4756200115434162
0.8,808.5,506.0,6.309054464385901,3.948523882472809,5.44,-1.42,15.59,38.53,3.77872698090267,-0.47433304640388274
0.833,831.5,500.0,6.48853282268012,3.901703441178665,5.97,-0.11,-1.82,24.85,3.7629121274961497,-0.4730204468102819
0.867,857.5,499.5,6.691421401621411,3.897801737737488,5.91,0.71,-14.24,28.79,3.7471415038118874,-0.4716822238296332
0.9,882.5,502.5,6.886506573680344,3.9212119583845584,5.44,1.66,-18.24,18.82,3.731415942072709,-0.470318388528956
0.933,905.5,509.5,7.065984931974563,3.97583580656106,4.82,2.3,-27.88,12.73,3.7157362745014417,-0.46892895197526985
0.967,926.5,519.5,7.229856476504066,4.053869875384633,3.9,2.72,-28.48,0.0,3.7001033333209126,-0.467513925235594
1.0,943.0,531.0,7.358612690062962,4.143609054531742,2.96,2.72,-32.42,3.64,3.6845179507539485,-0.46607331937694796
1.033,955.5,542.5,7.456155276092429,4.233348233678852,1.89,2.84,-15.0,-26.18,3.6689809590233757,-0.4646071454663512
1.066,963.5,554.5,7.518582531151288,4.326989116267139,1.38,1.95,-31.21,-16.06,3.653493190352022,-0.463115414570823
1.1,969.5,563.0,7.565402972445431,4.393318074767177,0.35,1.42,3.64,-32.42,3.6380554769627125,-0.4615981377573829
1.133,971.0,569.0,7.577108082768968,4.440138516061321,0.47,0.35,-3.82,-10.29,3.6226686510782757,-0.46005532609305033
1.166,973.0,570.5,7.592714896533682,4.451843626384857,0.34,0.0,0.3,-28.79,3.6073335449215373,-0.4584869906448447
1.2,974.5,570.5,7.604420006857218,4.451843626384857,0.35,-0.95,21.52,-32.12,3.5920509907153244,-0.4568931424797854
1.233,976.0,566.5,7.616125117180754,4.420629998855428,1.06,-2.01,22.94,-1.76,3.576821820682464,-0.4552737926648919
1.266,980.5,558.0,7.651240448151362,4.354301040355391,1.84,-2.07,8.79,-8.79,3.561646867045783,-0.4536289522671835
1.3,988.5,549.0,7.713667703210221,4.284070378414175,2.13,-2.36,39.39,-14.55,3.5465269620281075,-0.4519586323536798
1.333,997.5,539.0,7.783898365151437,4.206036309590601,3.43,-2.84,27.35,15.88,3.5314629378522646,-0.4502628439914001
1.366,1012.0,527.0,7.897047764945618,4.112395427002313,4.36,-2.3,3.94,19.39,3.516455626741082,-0.4485415982473639
1.4,1031.0,517.0,8.045312495710407,4.03436135817874,4.49,-1.66,28.79,18.18,3.5015058609173852,-0.4467949061885906
1.433,1050.0,510.0,8.193577226475197,3.9797375100022383,5.44,-1.06,-4.71,27.94,3.4866144726040016,-0.44502277888209957
1.466,1073.0,505.5,8.373055584769416,3.9446221790316303,5.28,-0.11,-2.42,17.58,3.4717822940237575,-0.44322522739491027
1.5,1096.0,505.0,8.552533943063635,3.940720475590452,5.2,0.47,0.0,28.79,3.457010157399481,-0.44140226279404216
1.533,1118.0,507.0,8.724208894475495,3.9563272893551664,5.2,1.42,-24.71,15.59,3.442298894953997,-0.43955389614651463
1.566,1140.0,513.0,8.895883845887356,4.00314773064931,4.36,1.95,-24.55,12.42,3.4276493389101343,-0.43768013851934706
1.6,1159.0,521.5,9.044148576652146,4.069476689149347,3.55,2.36,-21.52,14.55,3.4130623214907176,-0.435781000979559
1.633,1174.0,531.5,9.161199679887506,4.147510757972921,2.84,2.84,-29.41,-9.41,3.3985386749185755,-0.43385649459416975
1.666,1186.0,543.5,9.254840562475794,4.241151640561209,1.84,2.52,-12.73,-15.45,3.384079231416534,-0.4319066304301988
1.7,1194.0,554.5,9.317267817534653,4.326989116267139,1.42,2.01,-28.79,-14.24,3.36968482320742,-0.4299314195546655
1.733,1200.0,563.0,9.364088258828795,4.393318074767177,0.47,1.54,-0.29,-25.0,3.35535628251406,-0.4279308730345894
1.766,1202.0,569.5,9.379695072593512,4.4440402195025,0.46,0.69,-6.67,-17.27,3.341094441559281,-0.4259050019369898
1.8,1204.0,572.5,9.395301886358226,4.467450440149571,0.24,0.12,0.0,-17.88,3.3269001325659104,-0.4238538173288862
1.833,1205.0,573.0,9.403105293240582,4.47135214359075,0.24,-0.47,6.47,-23.24,3.312774187756774,-0.42177733027729797
1.866,1206.0,571.0,9.41090870012294,4.455745329826035,0.46,-1.26,21.82,-15.45,3.298717439354699,-0.4196755518492446
1.9,1208.0,565.5,9.426515513887654,4.412826591973071,1.18,-1.77,14.55,-10.91,3.2847307195825124,-0.41754849311174547
1.933,1213.0,558.0,9.46553254829944,4.354301040355391,1.66,-2.13,18.82,-1.47,3.2708148606630405,-0.41539616513182
1.966,1220.0,549.0,9.520156396475942,4.284070378414175,2.3,-2.18,23.33,-2.12,3.2569706948191106,-0.4132185789764876
2.0,1230.0,539.5,9.598190465299515,4.209938013031779,3.07,-2.25,14.55,0.0,3.2431990542735494,-0.4110157457127677
2.033,1243.0,530.0,9.69963475477016,4.135805647649385,3.55,-2.25,30.59,22.35,3.2295007712491834,-0.40878767640767977
2.066,1258.0,520.5,9.81668585800552,4.06167328226699,4.59,-1.49,-3.03,20.0,3.21587667796884,-0.4065343821282432
2.1,1278.0,514.0,9.972753995652669,4.010951137531667,4.49,-0.83,7.27,10.91,3.202327606655345,-0.40425587394147744
2.133,1297.0,510.5,10.121018726417455,3.983639213443417,4.73,-0.47,-10.88,23.82,3.1888543895315262,-0.40195216291440183
2.166,1317.0,508.5,10.277086864064604,3.968032399678703,4.36,0.34,-3.03,25.45,3.17545785882021,-0.3996232601140359
2.2,1336.0,510.0,10.425351594829394,3.9797375100022383,4.26,1.18,0.0,17.88,3.162138846744223,-0.3972691766073991
2.233,1354.0,515.0,10.565812918711824,4.018754544414025,4.26,1.77,-30.88,5.29,3.1488981855263924,-0.39488992346151064
