tiempo,posicion,velocidad,aceleracion,fuerza_viscosa
3.973883161512027,12.37,2.013554785287165,-0.26376100740993913,-20.84
4.007560137457045,12.44,2.004665144381099,-0.26126184293075494,-20.64
4.041237113402062,12.5,1.9958599388321079,-0.258762655483969,-20.44
4.074914089347079,12.57,1.9871391709905553,-0.25626344360332326,-20.24
4.108591065292096,12.64,1.9785028432068055,-0.2537642058225598,-20.05
4.142268041237113,12.7,1.9699509578312226,-0.25126494067542055,-19.85
4.17594501718213,12.77,1.961483517214171,-0.24876564669564744,-19.65
4.209621993127148,12.84,1.9531005237060142,-0.24626632241698243,-19.46
4.243298969072165,12.9,1.9448019796571168,-0.24376696637316753,-19.26
4.276975945017182,12.97,1.9365878874178422,-0.24126757709794472,-19.06
4.310652920962199,13.03,1.9284582493385551,-0.2387681531250559,-18.86
4.344329896907216,13.1,1.9204130677696196,-0.2362686929882431,-18.67
4.378006872852233,13.16,1.9124523450613995,-0.23376919522124823,-18.47
4.41168384879725,13.23,1.904576083564259,-0.2312696583578132,-18.27
4.445360824742268,13.29,1.8967842856285622,-0.22877008093168016,-18.07
4.479037800687285,13.35,1.8890769536046728,-0.22627046147659097,-17.88
4.512714776632302,13.42,1.8814540898429553,-0.22377079852628756,-17.68
4.546391752577319,13.48,1.8739156966937736,-0.22127109061451194,-17.48
4.5800687285223365,13.54,1.866461776507492,-0.2187713362750061,-17.28
4.6137457044673535,13.61,1.8590923316344743,-0.21627153404151195,-17.09
4.647422680412371,13.67,1.8518073644250845,-0.2137716824477715,-16.89
4.681099656357388,13.73,1.844606877229687,-0.21127178002752678,-16.69
4.714776632302406,13.79,1.837490872398646,-0.20877182531451954,-16.49
4.748453608247423,13.86,1.830459352282325,-0.20627181684249202,-16.3
4.78213058419244,13.92,1.8235123192310885,-0.20377175314518592,-16.1
4.815807560137457,13.98,1.8166497755953006,-0.2012716327563434,-15.9
4.849484536082474,14.04,1.809871723725325,-0.19877145420970638,-15.7
4.883161512027491,14.1,1.803178165971526,-0.19627121603901676,-15.51
4.916838487972508,14.16,1.7965691046842676,-0.1937709167780166,-15.31
4.950515463917526,14.22,1.7900445422139142,-0.19127055496044781,-15.11
4.984192439862543,14.28,1.7836044809108296,-0.18877012912005237,-14.91
5.01786941580756,14.34,1.7772489231253779,-0.1862696377905722,-14.72
5.051546391752577,14.4,1.7709778712079232,-0.18376907950574944,-14.52
5.085223367697594,14.46,1.7647913275088296,-0.18126845279932585,-14.32
5.118900343642611,14.52,1.758689294378461,-0.17876775620504343,-14.12
5.152577319587628,14.58,1.7526717741671816,-0.17626698825664422,-13.93
5.186254295532645,14.64,1.7467387692253558,-0.17376614748787017,-13.73
5.219931271477663,14.7,1.740890281903347,-0.17126523243246322,-13.53
5.25360824742268,14.76,1.7351263145515199,-0.16876424162416542,-13.33
5.2872852233676975,14.82,1.7294468695202383,-0.1662631735967186,-13.13
5.3209621993127145,14.87,1.723851949159866,-0.16376202688386482,-12.94
5.354639175257732,14.93,1.7183415558207678,-0.16126080001934595,-12.74
5.388316151202749,14.99,1.7129156918533068,-0.1587594915369041,-12.54
