0,000	487,5
0,033	490,0
0,067	497,5
0,100	507,0
0,133	519,5
0,167	531,5
0,200	542,5
0,233	551,5
0,267	556,0
0,300	557,0
0,333	553,5
0,367	549,5
0,400	542,0
0,433	531,0
0,467	519,5
0,500	510,0
0,533	501,0
0,567	495,0
0,600	492,5
0,633	492,5
0,667	496,5
0,700	503,5
0,733	514,5
0,767	526,0
0,800	537,5
0,833	546,5
0,867	555,0
0,900	559,5
0,933	560,0
0,967	558,0
1,000	554,5
1,033	546,5
1,066	537,5
1,100	528,0
1,133	517,5
1,166	509,0
1,200	501,0
1,233	497,0
1,266	496,5
1,300	498,0
1,333	504,0
1,366	512,0
1,400	523,0
1,433	533,5
1,466	543,0
1,500	553,5
1,533	558,0
1,566	563,0
1,600	565,0
1,633	564,0
1,666	559,5
1,700	552,5
1,733	544,5
1,766	535,0
1,800	525,0
1,833	517,0
1,866	509,0
1,900	504,0
1,933	501,5
1,966	503,5
2,000	507,5
2,033	513,0
2,066	522,0
2,100	531,5
2,133	541,5
2,166	551,0
2,200	558,5
2,233	564,0
2,266	568,0
2,300	567,5
2,333	567,5
2,366	562,5
2,400	556,5
2,433	550,5
2,466	540,5
2,500	531,5
2,533	523,0
2,566	515,5
2,600	509,5
2,633	506,5
2,666	507,0
2,700	508,5
2,733	511,5
2,766	518,5
2,800	526,0
2,833	534,0
2,866	544,0
2,900	551,0
2,933	559,0
2,966	565,0
3,000	568,5
3,033	571,0
3,066	570,0
3,100	568,0
3,133	564,5
3,166	558,5
3,199	551,0
3,233	543,5
3,266	536,0
3,299	528,5
3,333	521,5
3,366	516,0
3,399	509,5
3,433	510,5
3,466	511,0
3,499	513,0
3,533	518,0
3,566	523,5
3,599	531,0
3,633	539,0
3,666	546,0
3,699	554,0
3,733	560,0
3,766	566,5
3,799	570,5
3,833	573,5
3,866	574,0
3,899	573,5
3,933	571,5
3,966	568,5
3,999	562,0
4,033	556,0
4,066	549,0
4,099	541,5
4,133	534,0
4,166	527,5
4,199	522,5
4,233	518,5
4,266	516,0
4,299	516,0
4,333	516,5
4,366	520,5
4,399	525,5
4,433	532,0
4,466	538,5
4,499	545,5
4,533	553,0
4,566	560,5
4,599	566,5
4,633	571,5
4,666	575,0
4,699	577,5
4,733	578,0
4,766	577,5
4,799	576,5
4,833	571,5
4,866	567,5
4,899	561,5
4,933	555,0
4,966	549,0
4,999	542,5
5,033	536,5
5,066	530,0
5,099	525,5
5,133	522,0
5,166	519,0
5,199	518,5
5,232	520,0
5,266	522,0
5,299	526,0
5,332	531,5
5,366	538,5
5,399	543,0
5,432	548,5
5,466	555,5
5,499	561,5
5,532	567,0
5,566	571,5
5,599	576,0
5,632	579,0
5,666	580,0
5,699	580,5
5,732	580,0
5,766	578,0
5,799	575,0
5,832	572,0
5,866	567,0
5,899	561,5
5,932	555,5
5,966	549,0
5,999	542,5
6,032	537,0
6,066	532,0
6,099	528,0
6,132	524,5
6,166	521,5
6,199	520,0
6,232	519,5
6,266	521,5
6,299	524,0
6,332	527,0
6,366	529,5
6,399	534,0
6,432	538,5
6,466	544,0
