0,000	484,5
0,033	489,0
0,067	496,0
0,100	506,0
0,133	521,0
0,167	541,0
0,200	564,5
0,233	590,5
0,267	617,5
0,300	645,0
0,333	669,5
0,367	691,0
0,400	707,5
0,433	719,0
0,467	726,5
0,500	731,0
0,533	732,0
0,567	733,5
0,600	735,5
0,633	739,5
0,667	745,0
0,700	756,0
0,733	769,5
0,767	786,5
0,800	808,5
0,833	831,5
0,867	857,5
0,900	882,5
0,933	905,5
0,967	926,5
1,000	943,0
1,033	955,5
1,066	963,5
1,100	969,5
1,133	971,0
1,166	973,0
1,200	974,5
1,233	976,0
1,266	980,5
1,300	988,5
1,333	997,5
1,366	1012
1,400	1031
1,433	1050
1,466	1073
1,500	1096
1,533	1118
1,566	1140
1,600	1159
1,633	1174
1,666	1186
1,700	1194
1,733	1200
1,766	1202
1,800	1204
1,833	1205
1,866	1206
1,900	1208
1,933	1213
1,966	1220
2,000	1230
2,033	1243
2,066	1258
2,100	1278
2,133	1297
2,166	1317
2,200	1336
2,233	1354
2,266	1372
2,300	1386
2,333	1398
2,366	1406
2,400	1414
2,433	1416
2,466	1419
2,500	1421
2,533	1422
2,566	1423
2,600	1425
2,633	1428
2,666	1436
2,700	1444
2,733	1455
2,766	1469
2,800	1486
2,833	1503
2,866	1522
2,900	1539
2,933	1558
2,966	1574
3,000	1589
3,033	1602
3,066	1612
3,099	1620
3,133	1626
3,166	1629
3,199	1631
3,233	1633
3,266	1634
3,299	1634
3,333	1635
3,366	1639
3,399	1643
3,433	1650
3,466	1660
3,499	1672
3,533	1686
3,566	1701
3,599	1718
3,633	1736
3,666	1753
3,699	1770
3,733	1783
3,766	1795
3,799	1806
3,833	1815
3,866	1822
3,899	1827
3,933	1830
3,966	1832
3,999	1834
4,033	1834
4,066	1835
4,099	1837
4,133	1838
4,166	1842
4,199	1847
4,233	1854
4,266	1864
4,299	1876
4,333	1890
4,366	1905
4,399	1923
4,433	1940
4,466	1956
4,499	1974
4,533	1990
4,566	2004
4,599	2016
4,633	2026
4,666	2033
4,699	2039
4,733	2046
4,766	2048
4,799	2050
4,833	2050
4,866	2052
4,899	2052
4,933	2054
4,966	2056
4,999	2059
5,033	2064
5,066	2069
5,099	2077
5,133	2086
5,166	2098
5,199	2110
5,232	2124
5,266	2138
5,299	2152
5,332	2168
5,366	2182
5,399	2196
5,432	2210
5,466	2222
5,499	2234
5,532	2244
5,566	2256
5,599	2267
5,632	2268
