0,000	686,5
0,033	712,5
0,067	732,0
0,100	748,0
0,133	759,5
0,167	766,5
0,200	770,5
0,233	772,0
0,267	773,0
0,300	775,0
0,333	778,5
0,367	786,5
0,400	795,0
0,433	808,5
0,467	825,0
0,500	845,5
0,533	867,5
0,567	893,0
0,600	917,5
0,633	942,0
0,667	965,0
0,700	984,5
0,733	1002
0,767	1014
0,800	1022
0,833	1028
0,867	1032
0,900	1032
0,933	1034
0,967	1034
1,000	1038
1,033	1044
1,066	1052
1,100	1062
1,133	1076
1,166	1093
1,200	1111
1,233	1132
1,266	1154
1,300	1177
1,333	1197
1,366	1217
1,400	1232
1,433	1246
1,466	1256
1,500	1264
1,533	1270
1,566	1273
1,600	1275
1,633	1276
1,666	1278
1,700	1278
1,733	1281
1,766	1285
1,800	1292
1,833	1300
1,866	1312
1,900	1326
1,933	1342
1,966	1359
2,000	1378
2,033	1398
2,066	1418
2,100	1435
2,133	1452
2,166	1466
2,200	1478
2,233	1488
2,266	1495
2,300	1500
2,333	1503
2,366	1505
2,400	1506
2,433	1508
2,466	1508
2,500	1509
2,533	1513
2,566	1516
2,600	1524
2,633	1532
2,666	1542
2,700	1555
2,733	1568
2,766	1584
2,800	1600
2,833	1618
2,866	1635
2,900	1650
2,933	1666
2,966	1680
3,000	1692
3,033	1700
3,066	1709
3,100	1714
3,133	1719
3,166	1722
3,199	1724
3,233	1726
3,266	1726
3,299	1728
3,333	1728
3,366	1730
3,399	1734
3,433	1738
3,466	1744
3,499	1752
3,533	1760
3,566	1772
3,599	1784
3,633	1798
3,666	1812
3,699	1828
3,733	1844
3,766	1856
3,799	1870
3,833	1882
3,866	1894
3,899	1906
3,933	1912
3,966	1922
3,999	1926
4,033	1931
4,066	1933
4,099	1936
4,133	1936
4,166	1937
4,199	1938
4,233	1939
4,266	1940
4,299	1942
4,333	1944
4,366	1948
4,399	1950
4,433	1956
4,466	1964
4,499	1970
4,533	1981
4,566	1992
4,599	2001
4,633	2012
4,666	2024
4,699	2036
4,733	2046
4,766	2058
4,799	2070
4,833	2081
4,866	2091
4,899	2101
4,933	2109
4,966	2116
4,999	2122
5,033	2127
5,066	2132
5,099	2136
5,133	2138
5,166	2140
5,199	2140
5,232	2142
5,266	2143
5,299	2143
5,332	2143
5,366	2144
5,399	2146
5,432	2148
5,466	2150
5,499	2153
5,532	2158
5,566	2162
5,599	2168
5,632	2174
5,666	2182
5,699	2189
5,732	2198
5,766	2207
5,799	2217
5,832	2226
5,866	2233
5,899	2246
5,932	2255
5,966	2265
5,999	2274
6,032	2283
6,066	2292
6,099	2300
6,132	2308
6,166	2318
6,199	2330
6,232	2324
